Barcode,CellType
s_008um_00406_00780-1,
s_008um_00810_00587-1,MCF7
s_008um_00412_00640-1,Fibroblast
s_008um_00320_00528-1,
s_008um_00789_00224-1,Fibroblast
s_008um_00152_00305-1,
s_008um_00330_00208-1,Fibroblast
s_008um_00474_00257-1,
s_008um_00179_00215-1,
s_008um_00589_00114-1,
s_008um_00791_00665-1,Fibroblast
s_008um_00809_00510-1,
s_008um_00321_00041-1,
s_008um_00443_00644-1,
s_008um_00337_00302-1,
s_008um_00700_00579-1,Fibroblast
s_008um_00674_00668-1,Fibroblast
s_008um_00340_00356-1,
s_008um_00822_00055-1,
s_008um_00602_00264-1,
s_008um_00783_00027-1,
s_008um_00230_00307-1,
s_008um_00322_00672-1,Fibroblast
s_008um_00280_00132-1,MCF7
s_008um_00474_00278-1,
s_008um_00363_00804-1,
s_008um_00272_00237-1,Fibroblast
s_008um_00160_00620-1,
s_008um_00624_00568-1,
s_008um_00409_00747-1,Fibroblast
s_008um_00213_00708-1,MCF7
s_008um_00646_00796-1,
s_008um_00827_00556-1,Fibroblast
s_008um_00350_00032-1,
s_008um_00586_00111-1,
s_008um_00474_00702-1,
s_008um_00643_00083-1,
s_008um_00234_00236-1,
s_008um_00835_00731-1,Fibroblast
s_008um_00394_00176-1,Fibroblast
s_008um_00828_00669-1,Fibroblast
s_008um_00479_00253-1,
s_008um_00124_00071-1,
s_008um_00774_00726-1,Fibroblast
s_008um_00314_00575-1,Fibroblast
s_008um_00151_00133-1,
s_008um_00194_00128-1,
s_008um_00684_00792-1,
s_008um_00315_00153-1,Fibroblast
s_008um_00612_00305-1,
s_008um_00599_00653-1,
s_008um_00537_00131-1,
s_008um_00730_00501-1,
s_008um_00802_00538-1,
s_008um_00361_00331-1,
s_008um_00210_00778-1,
s_008um_00766_00631-1,Fibroblast
s_008um_00315_00076-1,Fibroblast
s_008um_00689_00753-1,Fibroblast
s_008um_00645_00572-1,Fibroblast
s_008um_00674_00334-1,
s_008um_00833_00692-1,Fibroblast
s_008um_00678_00340-1,
s_008um_00829_00003-1,
s_008um_00424_00689-1,
s_008um_00696_00247-1,Fibroblast
s_008um_00198_00615-1,Fibroblast
s_008um_00629_00760-1,
s_008um_00276_00291-1,
s_008um_00466_00212-1,
s_008um_00743_00595-1,Fibroblast
s_008um_00250_00571-1,MCF7
s_008um_00368_00331-1,
s_008um_00463_00302-1,
s_008um_00276_00508-1,
s_008um_00220_00053-1,
s_008um_00235_00592-1,MCF10A
s_008um_00330_00283-1,
s_008um_00689_00635-1,Fibroblast
s_008um_00443_00035-1,
s_008um_00617_00785-1,
s_008um_00741_00184-1,Fibroblast
s_008um_00486_00130-1,
s_008um_00277_00073-1,Fibroblast
s_008um_00761_00132-1,MCF10A
s_008um_00748_00684-1,Fibroblast
s_008um_00454_00159-1,
s_008um_00755_00535-1,
s_008um_00119_00633-1,
s_008um_00802_00611-1,Fibroblast
s_008um_00648_00216-1,
s_008um_00364_00660-1,Fibroblast
s_008um_00441_00277-1,
s_008um_00184_00778-1,
s_008um_00817_00634-1,Fibroblast
s_008um_00137_00062-1,
s_008um_00424_00045-1,
s_008um_00448_00353-1,
s_008um_00435_00683-1,
s_008um_00185_00637-1,
s_008um_00717_00506-1,
s_008um_00275_00716-1,Fibroblast
s_008um_00499_00189-1,
s_008um_00479_00080-1,
s_008um_00309_00445-1,
s_008um_00195_00119-1,
s_008um_00753_00276-1,Fibroblast
s_008um_00793_00609-1,Fibroblast
s_008um_00327_00199-1,MCF10A
s_008um_00405_00042-1,
s_008um_00130_00092-1,
s_008um_00305_00168-1,Fibroblast
s_008um_00390_00647-1,Fibroblast
s_008um_00216_00537-1,
s_008um_00466_00017-1,
s_008um_00837_00782-1,
s_008um_00493_00538-1,
s_008um_00183_00284-1,
s_008um_00222_00715-1,Fibroblast
s_008um_00400_00496-1,
s_008um_00281_00672-1,Fibroblast
s_008um_00300_00230-1,MCF10A
s_008um_00713_00789-1,
s_008um_00623_00575-1,
s_008um_00593_00498-1,
s_008um_00642_00602-1,Fibroblast
s_008um_00218_00330-1,
s_008um_00263_00693-1,Fibroblast
s_008um_00638_00722-1,Fibroblast
s_008um_00448_00211-1,
s_008um_00405_00137-1,Fibroblast
s_008um_00224_00081-1,
s_008um_00366_00473-1,
s_008um_00125_00607-1,
s_008um_00355_00729-1,Fibroblast
s_008um_00230_00238-1,
s_008um_00804_00728-1,Fibroblast
s_008um_00327_00743-1,Fibroblast
s_008um_00528_00274-1,
s_008um_00725_00509-1,
s_008um_00701_00607-1,Fibroblast
s_008um_00798_00533-1,
s_008um_00677_00061-1,
s_008um_00681_00798-1,
s_008um_00686_00149-1,Fibroblast
s_008um_00202_00237-1,
s_008um_00409_00211-1,
s_008um_00272_00257-1,MCF10A
s_008um_00257_00591-1,Fibroblast
s_008um_00240_00167-1,
s_008um_00798_00331-1,
s_008um_00459_00014-1,
s_008um_00260_00310-1,
s_008um_00377_00334-1,
s_008um_00390_00225-1,Fibroblast
s_008um_00667_00650-1,Fibroblast
s_008um_00688_00101-1,Fibroblast
s_008um_00224_00283-1,
s_008um_00655_00285-1,
s_008um_00755_00543-1,Fibroblast
s_008um_00331_00753-1,Fibroblast
s_008um_00250_00075-1,Fibroblast
s_008um_00189_00014-1,
s_008um_00577_00397-1,
s_008um_00652_00252-1,
s_008um_00613_00732-1,
s_008um_00569_00595-1,
s_008um_00648_00702-1,Fibroblast
s_008um_00198_00023-1,
s_008um_00611_00804-1,
s_008um_00302_00739-1,Fibroblast
s_008um_00159_00301-1,
s_008um_00688_00185-1,Fibroblast
s_008um_00797_00732-1,Fibroblast
s_008um_00472_00682-1,
s_008um_00395_00620-1,MCF7
s_008um_00682_00224-1,Fibroblast
s_008um_00746_00326-1,
s_008um_00489_00588-1,
s_008um_00145_00052-1,
s_008um_00609_00156-1,
s_008um_00686_00637-1,Fibroblast
s_008um_00297_00121-1,MCF10A
s_008um_00408_00807-1,
s_008um_00785_00546-1,Fibroblast
s_008um_00622_00678-1,
s_008um_00359_00214-1,Fibroblast
s_008um_00811_00580-1,Fibroblast
s_008um_00794_00647-1,Fibroblast
s_008um_00176_00545-1,
s_008um_00692_00058-1,
s_008um_00203_00672-1,MCF7
s_008um_00287_00094-1,Fibroblast
s_008um_00637_00617-1,Fibroblast
s_008um_00293_00540-1,
s_008um_00218_00054-1,
s_008um_00760_00826-1,
s_008um_00351_00487-1,
s_008um_00734_00540-1,
s_008um_00646_00665-1,Fibroblast
s_008um_00333_00531-1,
s_008um_00406_00523-1,
s_008um_00741_00682-1,Fibroblast
s_008um_00139_00196-1,
s_008um_00253_00188-1,Fibroblast
s_008um_00378_00073-1,Fibroblast
s_008um_00789_00299-1,
s_008um_00700_00542-1,Fibroblast
s_008um_00421_00217-1,
s_008um_00824_00600-1,MCF7
s_008um_00373_00653-1,Fibroblast
s_008um_00378_00220-1,Fibroblast
s_008um_00269_00021-1,
s_008um_00597_00688-1,
s_008um_00506_00539-1,
s_008um_00349_00317-1,
s_008um_00133_00723-1,
s_008um_00650_00265-1,
s_008um_00701_00548-1,Fibroblast
s_008um_00336_00096-1,Fibroblast
s_008um_00673_00657-1,Fibroblast
s_008um_00325_00627-1,Fibroblast
s_008um_00453_00065-1,
s_008um_00714_00653-1,MCF7
s_008um_00669_00779-1,
s_008um_00667_00675-1,Fibroblast
s_008um_00457_00223-1,
s_008um_00167_00049-1,
s_008um_00443_00029-1,
s_008um_00637_00341-1,
s_008um_00207_00255-1,
s_008um_00355_00009-1,
s_008um_00332_00184-1,Fibroblast
s_008um_00229_00373-1,
s_008um_00119_00653-1,
s_008um_00801_00216-1,MCF10A
s_008um_00672_00644-1,Fibroblast
s_008um_00216_00627-1,Fibroblast
s_008um_00592_00645-1,
s_008um_00422_00661-1,
s_008um_00666_00194-1,
s_008um_00152_00208-1,
s_008um_00160_00070-1,
s_008um_00327_00669-1,Fibroblast
s_008um_00221_00765-1,Fibroblast
s_008um_00244_00004-1,
s_008um_00794_00169-1,Fibroblast
s_008um_00394_00490-1,
s_008um_00198_00611-1,Fibroblast
s_008um_00298_00688-1,Fibroblast
s_008um_00585_00668-1,
s_008um_00654_00125-1,
s_008um_00513_00213-1,
s_008um_00213_00748-1,Fibroblast
s_008um_00248_00696-1,Fibroblast
s_008um_00632_00814-1,
s_008um_00358_00661-1,Fibroblast
s_008um_00310_00686-1,Fibroblast
s_008um_00255_00548-1,
s_008um_00455_00054-1,
s_008um_00794_00100-1,Fibroblast
s_008um_00220_00268-1,
s_008um_00459_00138-1,
s_008um_00487_00681-1,
s_008um_00277_00266-1,Fibroblast
s_008um_00635_00594-1,Fibroblast
s_008um_00506_00140-1,
s_008um_00208_00571-1,MCF7
s_008um_00369_00629-1,Fibroblast
s_008um_00385_00514-1,
s_008um_00242_00645-1,Fibroblast
s_008um_00726_00559-1,Fibroblast
s_008um_00218_00247-1,
s_008um_00595_00530-1,
s_008um_00766_00655-1,Fibroblast
s_008um_00352_00507-1,
s_008um_00286_00729-1,Fibroblast
s_008um_00293_00602-1,Fibroblast
s_008um_00157_00194-1,
s_008um_00216_00292-1,
s_008um_00279_00665-1,Fibroblast
s_008um_00831_00714-1,Fibroblast
s_008um_00214_00317-1,
s_008um_00331_00329-1,
s_008um_00791_00056-1,
s_008um_00466_00339-1,
s_008um_00298_00516-1,
s_008um_00450_00676-1,
s_008um_00276_00657-1,Fibroblast
s_008um_00151_00563-1,
s_008um_00278_00643-1,MCF7
s_008um_00521_00129-1,
s_008um_00197_00316-1,
s_008um_00347_00191-1,MCF10A
s_008um_00669_00528-1,
s_008um_00715_00711-1,Fibroblast
s_008um_00262_00000-1,
s_008um_00615_00542-1,
s_008um_00359_00197-1,Fibroblast
s_008um_00146_00485-1,
s_008um_00223_00692-1,Fibroblast
s_008um_00209_00174-1,
s_008um_00429_00696-1,
s_008um_00199_00003-1,
s_008um_00126_00628-1,
s_008um_00174_00066-1,
s_008um_00178_00005-1,
s_008um_00424_00309-1,
s_008um_00288_00603-1,Fibroblast
s_008um_00311_00355-1,
s_008um_00520_00019-1,
s_008um_00201_00133-1,
s_008um_00772_00668-1,Fibroblast
s_008um_00198_00777-1,
s_008um_00206_00638-1,Fibroblast
s_008um_00341_00001-1,
s_008um_00697_00203-1,Fibroblast
s_008um_00686_00243-1,Fibroblast
s_008um_00350_00261-1,Fibroblast
s_008um_00521_00054-1,
s_008um_00535_00665-1,
s_008um_00835_00552-1,Fibroblast
s_008um_00497_00620-1,
s_008um_00753_00655-1,Fibroblast
s_008um_00620_00586-1,
s_008um_00497_00560-1,
s_008um_00786_00742-1,Fibroblast
s_008um_00627_00743-1,Fibroblast
s_008um_00677_00707-1,Fibroblast
s_008um_00737_00180-1,Fibroblast
s_008um_00712_00176-1,Fibroblast
s_008um_00100_00650-1,
s_008um_00360_00586-1,Fibroblast
s_008um_00172_00730-1,
s_008um_00755_00641-1,Fibroblast
s_008um_00125_00276-1,
s_008um_00827_00310-1,
s_008um_00787_00674-1,Fibroblast
s_008um_00283_00180-1,Fibroblast
s_008um_00826_00675-1,Fibroblast
s_008um_00690_00783-1,
s_008um_00801_00718-1,Fibroblast
s_008um_00315_00343-1,
s_008um_00574_00682-1,
s_008um_00454_00310-1,
s_008um_00816_00327-1,
s_008um_00168_00275-1,
s_008um_00815_00585-1,Fibroblast
s_008um_00358_00391-1,
s_008um_00465_00202-1,
s_008um_00834_00336-1,
s_008um_00470_00061-1,
s_008um_00284_00068-1,Fibroblast
s_008um_00617_00539-1,
s_008um_00319_00610-1,Fibroblast
s_008um_00716_00056-1,
s_008um_00382_00653-1,Fibroblast
s_008um_00271_00148-1,MCF10A
s_008um_00369_00352-1,
s_008um_00716_00232-1,Fibroblast
s_008um_00717_00139-1,Fibroblast
s_008um_00230_00123-1,
s_008um_00247_00162-1,Fibroblast
s_008um_00233_00229-1,
s_008um_00125_00234-1,
s_008um_00772_00699-1,Fibroblast
s_008um_00587_00647-1,
s_008um_00674_00772-1,
s_008um_00594_00234-1,
s_008um_00604_00178-1,
s_008um_00426_00002-1,
s_008um_00830_00082-1,Fibroblast
s_008um_00717_00104-1,Fibroblast
s_008um_00597_00649-1,
s_008um_00243_00220-1,Fibroblast
s_008um_00155_00694-1,
s_008um_00457_00696-1,
s_008um_00493_00159-1,
s_008um_00171_00084-1,
s_008um_00121_00144-1,
s_008um_00819_00568-1,Fibroblast
s_008um_00534_00666-1,
s_008um_00249_00120-1,Fibroblast
s_008um_00778_00756-1,
s_008um_00671_00192-1,
s_008um_00211_00300-1,
s_008um_00129_00118-1,
s_008um_00209_00252-1,
s_008um_00435_00224-1,
s_008um_00644_00236-1,
s_008um_00524_00357-1,
s_008um_00625_00277-1,
s_008um_00398_00272-1,Fibroblast
s_008um_00693_00562-1,Fibroblast
s_008um_00380_00334-1,
s_008um_00512_00233-1,
s_008um_00394_00353-1,
s_008um_00674_00338-1,
s_008um_00739_00487-1,
s_008um_00620_00099-1,
s_008um_00716_00174-1,Fibroblast
s_008um_00328_00322-1,
s_008um_00557_00133-1,
s_008um_00515_00037-1,
s_008um_00836_00308-1,
s_008um_00807_00036-1,
s_008um_00597_00268-1,
s_008um_00313_00099-1,Fibroblast
s_008um_00609_00741-1,
s_008um_00762_00708-1,Fibroblast
s_008um_00500_00295-1,
s_008um_00443_00674-1,
s_008um_00360_00263-1,Fibroblast
s_008um_00534_00362-1,
s_008um_00695_00520-1,
s_008um_00604_00672-1,
s_008um_00258_00770-1,
s_008um_00250_00733-1,Fibroblast
s_008um_00153_00262-1,
s_008um_00413_00308-1,
s_008um_00190_00059-1,
s_008um_00391_00524-1,
s_008um_00512_00509-1,
s_008um_00578_00137-1,
s_008um_00378_00528-1,
s_008um_00625_00712-1,
s_008um_00475_00262-1,
s_008um_00129_00609-1,
s_008um_00713_00752-1,Fibroblast
s_008um_00636_00306-1,
s_008um_00509_00682-1,
s_008um_00278_00769-1,
s_008um_00092_00072-1,
s_008um_00685_00503-1,
s_008um_00462_00683-1,
s_008um_00301_00306-1,
s_008um_00218_00675-1,Fibroblast
s_008um_00640_00342-1,
s_008um_00346_00714-1,Fibroblast
s_008um_00334_00066-1,Fibroblast
s_008um_00330_00357-1,
s_008um_00480_00714-1,
s_008um_00809_00209-1,Fibroblast
s_008um_00132_00290-1,
s_008um_00817_00279-1,Fibroblast
s_008um_00653_00314-1,
s_008um_00230_00222-1,
s_008um_00609_00580-1,
s_008um_00787_00196-1,Fibroblast
s_008um_00135_00674-1,
s_008um_00415_00724-1,
s_008um_00299_00308-1,
s_008um_00690_00183-1,Fibroblast
s_008um_00726_00078-1,Fibroblast
s_008um_00632_00232-1,
s_008um_00289_00261-1,Fibroblast
s_008um_00396_00584-1,Fibroblast
s_008um_00772_00712-1,Fibroblast
s_008um_00425_00615-1,
s_008um_00374_00460-1,
s_008um_00155_00054-1,
s_008um_00788_00007-1,
s_008um_00195_00035-1,
s_008um_00668_00631-1,Fibroblast
s_008um_00212_00559-1,Fibroblast
s_008um_00499_00236-1,
s_008um_00796_00327-1,
s_008um_00109_00271-1,
s_008um_00281_00266-1,Fibroblast
s_008um_00485_00058-1,
s_008um_00774_00550-1,Fibroblast
s_008um_00753_00746-1,Fibroblast
s_008um_00631_00207-1,
s_008um_00307_00616-1,MCF7
s_008um_00157_00234-1,
s_008um_00835_00629-1,Fibroblast
s_008um_00219_00669-1,Fibroblast
s_008um_00398_00701-1,Fibroblast
s_008um_00419_00716-1,
s_008um_00273_00113-1,MCF10A
s_008um_00422_00035-1,
s_008um_00635_00508-1,
s_008um_00816_00196-1,Fibroblast
s_008um_00436_00668-1,
s_008um_00373_00124-1,MCF10A
s_008um_00360_00271-1,Fibroblast
s_008um_00239_00382-1,
s_008um_00478_00261-1,
s_008um_00549_00627-1,
s_008um_00820_00065-1,
s_008um_00412_00631-1,Fibroblast
s_008um_00493_00724-1,
s_008um_00635_00607-1,Fibroblast
s_008um_00698_00619-1,Fibroblast
s_008um_00504_00177-1,
s_008um_00292_00607-1,Fibroblast
s_008um_00303_00710-1,Fibroblast
s_008um_00431_00106-1,
s_008um_00460_00306-1,
s_008um_00377_00006-1,
s_008um_00763_00538-1,
s_008um_00775_00248-1,Fibroblast
s_008um_00353_00513-1,
s_008um_00761_00321-1,
s_008um_00252_00295-1,
s_008um_00434_00216-1,
s_008um_00317_00624-1,Fibroblast
s_008um_00755_00516-1,
s_008um_00371_00135-1,Fibroblast
s_008um_00824_00039-1,
s_008um_00801_00767-1,
s_008um_00412_00141-1,
s_008um_00268_00019-1,
s_008um_00308_00227-1,Fibroblast
s_008um_00809_00329-1,
s_008um_00430_00773-1,
s_008um_00361_00678-1,Fibroblast
s_008um_00736_00675-1,Fibroblast
s_008um_00784_00041-1,
s_008um_00481_00166-1,
s_008um_00498_00661-1,
s_008um_00359_00630-1,MCF7
s_008um_00499_00811-1,
s_008um_00612_00747-1,
s_008um_00593_00265-1,
s_008um_00199_00749-1,Fibroblast
s_008um_00377_00066-1,Fibroblast
s_008um_00399_00189-1,Fibroblast
s_008um_00665_00602-1,Fibroblast
s_008um_00597_00405-1,
s_008um_00131_00151-1,
s_008um_00644_00628-1,Fibroblast
s_008um_00270_00312-1,
s_008um_00371_00174-1,Fibroblast
s_008um_00739_00040-1,
s_008um_00248_00599-1,Fibroblast
s_008um_00288_00615-1,Fibroblast
s_008um_00727_00217-1,Fibroblast
s_008um_00616_00355-1,
s_008um_00359_00340-1,
s_008um_00538_00283-1,
s_008um_00213_00591-1,Fibroblast
s_008um_00437_00191-1,
s_008um_00723_00648-1,Fibroblast
s_008um_00195_00525-1,
s_008um_00166_00172-1,
s_008um_00313_00630-1,Fibroblast
s_008um_00242_00005-1,
s_008um_00138_00256-1,
s_008um_00161_00620-1,
s_008um_00278_00773-1,
s_008um_00787_00179-1,Fibroblast
s_008um_00313_00670-1,Fibroblast
s_008um_00192_00562-1,Fibroblast
s_008um_00355_00054-1,
s_008um_00226_00741-1,Fibroblast
s_008um_00376_00326-1,
s_008um_00369_00263-1,Fibroblast
s_008um_00189_00326-1,
s_008um_00359_00621-1,MCF7
s_008um_00348_00615-1,Fibroblast
s_008um_00498_00537-1,
s_008um_00197_00222-1,
s_008um_00733_00127-1,MCF10A
s_008um_00382_00180-1,Fibroblast
s_008um_00426_00614-1,
s_008um_00338_00502-1,
s_008um_00439_00805-1,
s_008um_00250_00710-1,Fibroblast
s_008um_00240_00517-1,
s_008um_00343_00754-1,Fibroblast
s_008um_00765_00480-1,
s_008um_00141_00218-1,
s_008um_00643_00522-1,
s_008um_00231_00201-1,
s_008um_00187_00178-1,
s_008um_00816_00694-1,Fibroblast
s_008um_00148_00270-1,
s_008um_00599_00691-1,
s_008um_00077_00263-1,
s_008um_00656_00089-1,
s_008um_00593_00399-1,
s_008um_00644_00119-1,
s_008um_00184_00272-1,
s_008um_00685_00716-1,Fibroblast
s_008um_00281_00748-1,Fibroblast
s_008um_00744_00591-1,Fibroblast
s_008um_00467_00060-1,
s_008um_00326_00134-1,Fibroblast
s_008um_00304_00264-1,Fibroblast
s_008um_00629_00375-1,
s_008um_00296_00635-1,Fibroblast
s_008um_00310_00589-1,MCF10A
s_008um_00374_00599-1,MCF7
s_008um_00305_00794-1,
s_008um_00324_00501-1,
s_008um_00355_00700-1,Fibroblast
s_008um_00464_00341-1,
s_008um_00807_00497-1,
s_008um_00659_00629-1,Fibroblast
s_008um_00330_00308-1,
s_008um_00810_00315-1,
s_008um_00290_00645-1,Fibroblast
s_008um_00791_00540-1,
s_008um_00742_00017-1,
s_008um_00123_00032-1,
s_008um_00638_00734-1,Fibroblast
s_008um_00241_00457-1,
s_008um_00343_00576-1,Fibroblast
s_008um_00623_00614-1,
s_008um_00338_00544-1,
s_008um_00441_00103-1,
s_008um_00309_00262-1,Fibroblast
s_008um_00777_00516-1,
s_008um_00100_00111-1,
s_008um_00820_00285-1,
s_008um_00248_00084-1,Fibroblast
s_008um_00322_00126-1,Fibroblast
s_008um_00423_00070-1,
s_008um_00729_00056-1,
s_008um_00806_00491-1,
s_008um_00588_00499-1,
s_008um_00718_00184-1,Fibroblast
s_008um_00719_00207-1,Fibroblast
s_008um_00227_00058-1,
s_008um_00751_00738-1,Fibroblast
s_008um_00244_00167-1,Fibroblast
s_008um_00719_00212-1,Fibroblast
s_008um_00454_00158-1,
s_008um_00467_00223-1,
s_008um_00466_00144-1,
s_008um_00470_00126-1,
s_008um_00272_00716-1,Fibroblast
s_008um_00167_00069-1,
s_008um_00753_00595-1,Fibroblast
s_008um_00364_00351-1,
s_008um_00286_00295-1,
s_008um_00256_00662-1,Fibroblast
s_008um_00309_00181-1,Fibroblast
s_008um_00361_00334-1,
s_008um_00837_00686-1,Fibroblast
s_008um_00161_00721-1,
s_008um_00786_00824-1,
s_008um_00714_00067-1,
s_008um_00339_00744-1,Fibroblast
s_008um_00698_00315-1,
s_008um_00119_00304-1,
s_008um_00667_00359-1,
s_008um_00260_00121-1,Fibroblast
s_008um_00518_00243-1,
s_008um_00714_00161-1,Fibroblast
s_008um_00363_00137-1,Fibroblast
s_008um_00771_00324-1,
s_008um_00773_00085-1,Fibroblast
s_008um_00583_00728-1,
s_008um_00398_00588-1,Fibroblast
s_008um_00634_00260-1,
s_008um_00362_00015-1,
s_008um_00476_00703-1,
s_008um_00801_00812-1,
s_008um_00299_00149-1,Fibroblast
s_008um_00171_00621-1,
s_008um_00836_00768-1,
s_008um_00186_00250-1,
s_008um_00435_00098-1,
s_008um_00632_00587-1,Fibroblast
s_008um_00180_00044-1,
s_008um_00611_00283-1,
s_008um_00162_00017-1,
s_008um_00261_00536-1,
s_008um_00140_00810-1,
s_008um_00460_00688-1,
s_008um_00809_00506-1,
s_008um_00678_00348-1,
s_008um_00378_00668-1,Fibroblast
s_008um_00363_00156-1,Fibroblast
s_008um_00664_00322-1,
s_008um_00308_00254-1,Fibroblast
s_008um_00817_00724-1,Fibroblast
s_008um_00233_00225-1,
s_008um_00503_00032-1,
s_008um_00115_00622-1,
s_008um_00381_00269-1,Fibroblast
s_008um_00434_00047-1,
s_008um_00662_00615-1,Fibroblast
s_008um_00527_00108-1,
s_008um_00474_00086-1,
s_008um_00821_00142-1,Fibroblast
s_008um_00288_00304-1,
s_008um_00319_00566-1,Fibroblast
s_008um_00488_00777-1,
s_008um_00334_00753-1,Fibroblast
s_008um_00829_00746-1,Fibroblast
s_008um_00477_00098-1,
s_008um_00308_00526-1,
s_008um_00171_00603-1,MCF7
s_008um_00729_00254-1,Fibroblast
s_008um_00735_00143-1,Fibroblast
s_008um_00600_00604-1,
s_008um_00376_00700-1,Fibroblast
s_008um_00150_00543-1,
s_008um_00240_00655-1,Fibroblast
s_008um_00354_00242-1,Fibroblast
s_008um_00220_00221-1,
s_008um_00259_00557-1,Fibroblast
s_008um_00157_00155-1,
s_008um_00214_00554-1,
s_008um_00682_00596-1,Fibroblast
s_008um_00343_00003-1,
s_008um_00703_00740-1,Fibroblast
s_008um_00311_00796-1,
s_008um_00376_00110-1,Fibroblast
s_008um_00566_00689-1,
s_008um_00782_00776-1,
s_008um_00772_00315-1,
s_008um_00375_00256-1,Fibroblast
s_008um_00243_00113-1,Fibroblast
s_008um_00058_00251-1,
s_008um_00459_00120-1,
s_008um_00789_00594-1,Fibroblast
s_008um_00708_00229-1,Fibroblast
s_008um_00094_00102-1,
s_008um_00767_00062-1,
s_008um_00740_00682-1,Fibroblast
s_008um_00733_00554-1,Fibroblast
s_008um_00658_00628-1,Fibroblast
s_008um_00465_00259-1,
s_008um_00394_00533-1,
s_008um_00614_00194-1,
s_008um_00339_00148-1,Fibroblast
s_008um_00766_00606-1,Fibroblast
s_008um_00262_00365-1,
s_008um_00500_00151-1,
s_008um_00450_00011-1,
s_008um_00617_00575-1,
s_008um_00344_00186-1,MCF10A
s_008um_00759_00767-1,
s_008um_00303_00614-1,Fibroblast
s_008um_00462_00289-1,
s_008um_00299_00617-1,Fibroblast
s_008um_00684_00051-1,
s_008um_00235_00764-1,Fibroblast
s_008um_00247_00306-1,
s_008um_00259_00123-1,MCF10A
s_008um_00109_00235-1,
s_008um_00415_00704-1,
s_008um_00358_00786-1,
s_008um_00512_00083-1,
s_008um_00728_00756-1,
s_008um_00395_00784-1,
s_008um_00195_00022-1,
s_008um_00601_00304-1,
s_008um_00605_00750-1,
s_008um_00213_00592-1,Fibroblast
s_008um_00825_00763-1,
s_008um_00764_00521-1,
s_008um_00315_00148-1,Fibroblast
s_008um_00102_00263-1,
s_008um_00370_00341-1,
s_008um_00620_00587-1,
s_008um_00676_00092-1,
s_008um_00410_00689-1,Fibroblast
s_008um_00770_00765-1,
s_008um_00313_00710-1,Fibroblast
s_008um_00755_00141-1,MCF7
s_008um_00623_00187-1,
s_008um_00255_00539-1,
s_008um_00386_00297-1,
s_008um_00620_00567-1,
s_008um_00199_00540-1,
s_008um_00786_00504-1,
s_008um_00455_00617-1,
s_008um_00351_00152-1,Fibroblast
s_008um_00747_00199-1,Fibroblast
s_008um_00689_00506-1,
s_008um_00227_00181-1,
s_008um_00651_00079-1,
s_008um_00120_00018-1,
s_008um_00329_00019-1,
s_008um_00643_00085-1,
s_008um_00151_00493-1,
s_008um_00375_00564-1,Fibroblast
s_008um_00224_00305-1,
s_008um_00190_00254-1,
s_008um_00724_00520-1,
s_008um_00516_00351-1,
s_008um_00326_00111-1,Fibroblast
s_008um_00629_00337-1,
s_008um_00750_00609-1,Fibroblast
s_008um_00427_00128-1,
s_008um_00493_00109-1,
s_008um_00608_00466-1,
s_008um_00781_00287-1,
s_008um_00723_00037-1,
s_008um_00316_00345-1,
s_008um_00214_00091-1,
s_008um_00224_00361-1,
s_008um_00642_00772-1,
s_008um_00398_00013-1,
s_008um_00277_00267-1,Fibroblast
s_008um_00266_00587-1,Fibroblast
s_008um_00683_00741-1,Fibroblast
s_008um_00490_00269-1,
s_008um_00248_00083-1,Fibroblast
s_008um_00309_00028-1,
s_008um_00278_00263-1,Fibroblast
s_008um_00349_00235-1,Fibroblast
s_008um_00145_00511-1,
s_008um_00772_00055-1,
s_008um_00318_00136-1,Fibroblast
s_008um_00228_00759-1,Fibroblast
s_008um_00684_00100-1,Fibroblast
s_008um_00829_00146-1,Fibroblast
s_008um_00585_00132-1,
s_008um_00747_00585-1,Fibroblast
s_008um_00733_00304-1,
s_008um_00511_00038-1,
s_008um_00386_00811-1,
s_008um_00408_00033-1,
s_008um_00142_00501-1,
s_008um_00600_00646-1,
s_008um_00671_00187-1,
s_008um_00566_00137-1,
s_008um_00650_00053-1,
s_008um_00701_00303-1,
s_008um_00696_00571-1,Fibroblast
s_008um_00246_00192-1,Fibroblast
s_008um_00420_00291-1,
s_008um_00790_00270-1,Fibroblast
s_008um_00409_00066-1,
